Order Date,Country,Store ID,Segment,Product Name,Units Sold,Sales Amount,Gross Profit
2024-10-16,UK,Store D,Electronics,Electronics Product 6,14,4122.240889249336,287.72929554767205
2024-11-08,USA,Store A,Clothing,Clothing Product 1,18,8092.108819175424,508.81816447869363
2024-04-26,France,Store C,Sports,Sports Product 7,1,64.52721483747968,9.36183524356737
2024-04-29,Germany,Store D,Beauty,Beauty Product 1,18,5975.198352888205,362.89430017141063
2024-05-26,Canada,Store A,Clothing,Clothing Product 6,9,3770.7523377423845,300.62370275273696
2024-11-22,France,Store C,Electronics,Electronics Product 5,4,958.8983190490452,133.2012338302699
2024-07-28,Germany,Store B,Home,Home Product 5,10,4070.087153645036,873.8222671455187
2024-10-22,Canada,Store A,Clothing,Clothing Product 7,16,4294.668587980243,1008.0740442352982
2024-04-12,UK,Store B,Beauty,Beauty Product 9,3,717.4611973268109,112.1323449501371
2024-05-03,USA,Store E,Beauty,Beauty Product 3,11,1340.291669040074,284.08349073589085
2024-09-01,UK,Store D,Beauty,Beauty Product 8,11,4774.525683641815,752.2320067403051
2024-12-21,UK,Store C,Home,Home Product 2,17,8312.466019144562,2281.120256786195
2024-07-27,USA,Store E,Home,Home Product 6,3,148.54336435112447,15.89167913712479
2024-11-09,France,Store A,Sports,Sports Product 8,16,3789.9865883679495,961.0085152475258
2024-04-18,Germany,Store E,Sports,Sports Product 8,12,2770.317165603789,396.04532535282397
2024-12-13,UK,Store B,Home,Home Product 5,6,992.9117492941132,134.22706564302337
2024-02-19,France,Store B,Sports,Sports Product 9,6,1601.4496820015638,96.9928918242363
2024-04-14,Canada,Store D,Beauty,Beauty Product 2,15,4166.408847715473,1067.929212371878
2024-01-27,UK,Store E,Electronics,Electronics Product 1,8,1595.662837069909,295.764701251987
2024-10-14,France,Store C,Home,Home Product 2,16,5052.668328109122,1437.6134546227183
2024-09-13,France,Store B,Sports,Sports Product 4,7,3347.074647000168,952.8142782626768
2024-09-29,Germany,Store A,Clothing,Clothing Product 6,9,4037.4930130296016,1207.4640662446743
2024-05-16,UK,Store E,Home,Home Product 8,3,938.8624314420242,79.83162084873457
2024-12-05,USA,Store C,Electronics,Electronics Product 9,16,2078.7039675140504,212.42327061875713
2024-10-27,Germany,Store C,Home,Home Product 2,12,361.9861654846823,81.12499828904309
2024-11-17,USA,Store C,Sports,Sports Product 1,19,1420.0213543083296,347.7477108236026
2024-02-01,USA,Store C,Home,Home Product 9,16,4014.510174842081,765.267668357071
2024-02-14,France,Store B,Clothing,Clothing Product 3,5,488.5435502597306,71.17210386520381
2024-09-21,USA,Store D,Clothing,Clothing Product 2,6,1207.8460799353559,149.52450966660655
2024-01-30,USA,Store E,Clothing,Clothing Product 6,16,950.7766691646983,77.99082002373103
2024-03-24,Germany,Store B,Beauty,Beauty Product 2,5,2221.304381496689,526.8178204082895
2024-06-14,UK,Store D,Beauty,Beauty Product 2,4,655.8430943564555,87.0229563404058
2024-11-11,Germany,Store C,Electronics,Electronics Product 6,19,5078.7219328872725,360.4324427029739
2024-01-01,France,Store A,Clothing,Clothing Product 6,13,5462.2556063392985,1481.9636738356917
2024-09-05,UK,Store C,Sports,Sports Product 5,18,1801.924839907289,380.9432590790965
2024-09-17,Germany,Store D,Beauty,Beauty Product 9,10,4044.0025084617364,1132.5289130112428
2024-03-03,UK,Store D,Sports,Sports Product 2,19,7595.602147034436,1162.7424803914666
2024-06-12,Canada,Store A,Beauty,Beauty Product 4,6,2427.446059640864,125.50183377186417
2024-11-16,Germany,Store B,Sports,Sports Product 2,13,2413.036079339495,707.8639361386018
2024-11-29,UK,Store A,Beauty,Beauty Product 5,19,506.5301849244229,131.1667030179909
2024-07-19,USA,Store C,Home,Home Product 2,3,1083.5425555636216,277.59386772715754
2024-08-09,Canada,Store E,Beauty,Beauty Product 8,18,8853.778854099843,1696.6261870587132
2024-05-31,USA,Store B,Sports,Sports Product 3,15,5407.138958680948,1602.3177077948965
2024-05-11,Canada,Store E,Beauty,Beauty Product 3,11,2485.0607969578587,469.7129269972291
2024-04-23,France,Store E,Sports,Sports Product 4,13,2358.499519541153,149.20709497673766
2024-08-04,UK,Store B,Electronics,Electronics Product 7,14,1556.3017613075715,183.24272617627554
2024-07-14,Canada,Store C,Beauty,Beauty Product 6,14,4504.592102309446,924.6249083257732
2024-10-07,UK,Store D,Beauty,Beauty Product 8,2,710.3202775427827,135.10889781917496
2024-07-20,France,Store C,Clothing,Clothing Product 9,14,3835.6071758501953,691.8569754131922
2024-05-14,Canada,Store D,Beauty,Beauty Product 1,18,6055.96463298601,1140.7882905487652
2024-08-21,UK,Store D,Clothing,Clothing Product 7,2,399.86388774516786,30.728554661478263
2024-05-20,Germany,Store B,Electronics,Electronics Product 5,11,1777.8341262755125,475.7807241256086
2024-07-14,UK,Store B,Electronics,Electronics Product 3,6,2528.612826650913,296.5839953892301
2024-02-12,UK,Store A,Clothing,Clothing Product 5,15,5716.250942740844,782.6612862570807
2024-02-26,UK,Store E,Clothing,Clothing Product 3,13,4972.689938164803,865.9262664951154
2024-05-21,USA,Store E,Electronics,Electronics Product 7,15,466.236653337108,66.71263819750683
2024-07-28,Canada,Store E,Beauty,Beauty Product 7,17,1165.261633121285,66.50827051264045
2024-03-12,UK,Store E,Beauty,Beauty Product 3,2,496.1515803760381,130.1857090319301
2024-08-11,France,Store A,Sports,Sports Product 3,7,215.96131848051613,20.649753559846193
2024-01-27,UK,Store D,Beauty,Beauty Product 3,4,1667.703172582592,347.6482328749411
2024-05-07,UK,Store A,Sports,Sports Product 6,19,7769.3483731211945,1503.894790995123
2024-04-15,Germany,Store B,Clothing,Clothing Product 9,4,1350.4426788768703,355.92256674041306
2024-06-13,Germany,Store C,Clothing,Clothing Product 8,17,931.1207896239526,193.27342525533064
2024-08-02,Germany,Store D,Home,Home Product 7,2,131.55745936819756,21.30930866539059
2024-03-11,USA,Store D,Beauty,Beauty Product 8,7,1752.3124795703698,187.7525878195928
2024-07-22,France,Store A,Sports,Sports Product 5,2,485.15620998492494,29.3810263037035
2024-06-01,Canada,Store B,Electronics,Electronics Product 3,3,364.74498662415573,30.595434667547085
2024-03-07,France,Store B,Clothing,Clothing Product 2,3,869.9826593983042,152.98138073103078
2024-03-30,Germany,Store D,Beauty,Beauty Product 4,7,664.5311954430894,72.55405798867747
2024-09-16,France,Store A,Beauty,Beauty Product 7,3,1148.8220540628704,127.26929328207876
2024-12-27,USA,Store E,Home,Home Product 4,9,1610.3455154639705,468.76277308998965
2024-08-15,UK,Store D,Beauty,Beauty Product 2,19,4020.84608045324,1089.6736681809489
2024-03-19,Germany,Store E,Clothing,Clothing Product 2,1,311.0918535880109,48.58212457046803
2024-04-05,Canada,Store C,Home,Home Product 9,5,659.862607389663,55.54260807133733
2024-12-14,USA,Store B,Clothing,Clothing Product 4,4,288.3335370896432,53.269442759514405
2024-11-25,France,Store D,Home,Home Product 2,9,2126.9316274027615,429.3016389254905
2024-09-02,Canada,Store C,Beauty,Beauty Product 9,4,1218.060844336753,231.56211363899502
2024-09-28,Canada,Store E,Sports,Sports Product 5,5,2292.3797810943115,529.6425904311569
2024-06-05,Germany,Store D,Electronics,Electronics Product 8,10,4191.601647393082,1078.8629789299762
2024-04-25,UK,Store C,Home,Home Product 3,2,651.6134936834239,54.40767069431818
2024-01-18,USA,Store D,Sports,Sports Product 5,14,1141.3798871353733,84.06711167414429
2024-06-20,France,Store C,Sports,Sports Product 9,1,321.3565981362073,74.05630010575298
2024-01-16,France,Store C,Beauty,Beauty Product 6,19,3312.0179742513965,465.5476312963032
2024-08-27,USA,Store E,Clothing,Clothing Product 8,13,2477.885070131929,495.5737094080197
2024-02-25,USA,Store B,Home,Home Product 6,7,335.7552126900027,27.13365286343488
2024-03-19,Canada,Store A,Electronics,Electronics Product 5,3,170.53945469050993,16.714656199072774
2024-04-12,UK,Store C,Sports,Sports Product 4,3,723.6195495020887,68.04970469400095
2024-10-10,UK,Store B,Beauty,Beauty Product 3,5,1706.4882531716548,482.84115187755486
2024-07-11,Germany,Store A,Clothing,Clothing Product 1,14,3163.165877723273,332.35536964434914
2024-01-05,France,Store E,Beauty,Beauty Product 3,17,7598.20461558227,1472.054805391572
2024-04-15,France,Store D,Sports,Sports Product 9,11,1149.6267187557585,82.86738638531199
2024-10-04,USA,Store B,Beauty,Beauty Product 4,6,2739.9843524690527,453.4193968252405
2024-04-09,Germany,Store D,Electronics,Electronics Product 4,19,1147.108716814721,199.84526400346283
2024-08-25,UK,Store D,Beauty,Beauty Product 1,16,3772.2634688471644,1118.7620393516936
2024-09-25,UK,Store A,Sports,Sports Product 6,11,3780.6418237383764,783.5263976839939
2024-11-16,UK,Store B,Electronics,Electronics Product 6,5,1273.3517509205963,114.7700259173008
2024-03-26,Germany,Store C,Beauty,Beauty Product 6,5,1044.2668568308366,239.70231710276983
2024-11-15,Germany,Store A,Electronics,Electronics Product 8,11,3837.053981789936,317.8233094197615
2024-02-01,USA,Store B,Home,Home Product 9,10,2426.2445666363456,599.4778891478118
2024-12-01,Canada,Store C,Electronics,Electronics Product 8,11,1427.7219697211829,143.50211122598984
2024-02-20,Germany,Store D,Electronics,Electronics Product 8,2,618.1112532110275,62.10350186350672
2024-03-19,UK,Store E,Electronics,Electronics Product 9,2,339.77191610426667,32.349391062844546
2024-07-04,Germany,Store E,Beauty,Beauty Product 4,14,3569.784986416381,747.1143834752885
2024-06-22,Canada,Store A,Beauty,Beauty Product 8,1,61.199231746954524,11.836803284565322
2024-04-15,Germany,Store C,Clothing,Clothing Product 7,9,822.7589633042156,178.9061296016257
2024-03-03,UK,Store C,Electronics,Electronics Product 5,5,1400.0497003144815,357.02268967546206
2024-03-16,USA,Store E,Electronics,Electronics Product 2,11,501.6785807530852,70.48455477479375
2024-11-11,Germany,Store C,Home,Home Product 9,11,1370.4354700306612,170.64409058511123
2024-11-16,UK,Store B,Sports,Sports Product 4,15,941.4926146831059,88.03230971285933
2024-03-21,Germany,Store B,Beauty,Beauty Product 9,14,5338.099555764396,596.2211276664685
2024-12-26,USA,Store E,Clothing,Clothing Product 6,8,2263.539686716558,147.19571748268186
2024-05-07,France,Store D,Home,Home Product 3,3,1428.03722613236,296.38091217303906
2024-07-01,UK,Store D,Clothing,Clothing Product 5,15,3676.306146162554,869.2496961976937
2024-08-30,UK,Store D,Home,Home Product 1,13,6042.205894833313,311.28911713881536
2024-07-03,Germany,Store E,Beauty,Beauty Product 8,2,670.13341894073,101.83840116895176
2024-08-07,France,Store A,Sports,Sports Product 7,17,629.3676600138797,127.5851625517255
2024-03-11,UK,Store C,Electronics,Electronics Product 7,17,1521.2705790837351,135.15074519559252
2024-12-07,UK,Store B,Beauty,Beauty Product 4,9,3917.2450706593772,582.3318648886961
2024-06-02,France,Store B,Home,Home Product 3,2,966.5572564671941,93.58926776516643
2024-09-01,Germany,Store A,Beauty,Beauty Product 8,15,6098.960743882571,306.33742092258774
2024-05-19,UK,Store C,Clothing,Clothing Product 6,3,1335.6455157046787,251.15646966217355
2024-03-11,UK,Store D,Beauty,Beauty Product 3,11,1130.124318563116,153.239340113684
2024-02-15,USA,Store B,Sports,Sports Product 9,16,5456.762679709534,281.90532152964494
2024-02-16,Canada,Store D,Home,Home Product 5,14,272.5303417340657,21.4575434592693
2024-03-19,UK,Store D,Beauty,Beauty Product 3,13,3398.8419605712807,170.49728121069873
2024-05-28,UK,Store E,Home,Home Product 8,6,714.6281102693408,198.6252749264921
2024-05-09,UK,Store E,Electronics,Electronics Product 3,6,1704.8285038643428,259.01309401707215
2024-05-06,USA,Store C,Sports,Sports Product 1,4,1418.082405221685,244.89413119056192
2024-12-30,France,Store B,Home,Home Product 7,9,1299.9618672012098,83.10998993879366
2024-04-28,Canada,Store E,Electronics,Electronics Product 6,4,621.9700627126174,65.06083410039173
2024-12-22,USA,Store C,Sports,Sports Product 2,4,1113.6855733896205,211.24353944329613
2024-09-18,Canada,Store A,Clothing,Clothing Product 2,4,1185.5485693237729,119.26599465886595
2024-08-31,Germany,Store D,Home,Home Product 6,18,2620.61452873142,384.50935080016393
2024-04-12,UK,Store B,Home,Home Product 2,10,3724.4539816792158,748.545404168485
2024-02-06,France,Store B,Sports,Sports Product 4,9,1360.6614311661494,305.57865010266016
2024-05-21,Canada,Store C,Electronics,Electronics Product 2,1,82.0395474524776,18.728340076110413
2024-02-06,UK,Store E,Clothing,Clothing Product 1,8,1697.9851079511452,159.94085996967422
2024-01-08,France,Store D,Home,Home Product 5,19,6042.773562652228,770.9331421794315
2024-08-18,UK,Store D,Beauty,Beauty Product 5,10,2275.6171555724804,474.41348248643595
2024-11-28,UK,Store B,Clothing,Clothing Product 2,5,1530.9698011252253,199.77851149952994
2024-10-22,France,Store B,Beauty,Beauty Product 4,16,200.3650143846834,53.29475319441354
2024-04-16,UK,Store D,Sports,Sports Product 8,3,1412.1171436162838,391.97764242916213
2024-12-13,Germany,Store A,Home,Home Product 7,9,3863.82046218652,912.0666642663535
2024-01-18,USA,Store C,Electronics,Electronics Product 5,17,2133.3176154573753,155.51295930131778
2024-11-08,Canada,Store A,Home,Home Product 1,15,360.24296752320873,76.8295159263171
2024-03-23,France,Store E,Beauty,Beauty Product 9,1,93.40540740323857,22.290136746404553
2024-10-14,USA,Store A,Clothing,Clothing Product 7,2,793.1203508540955,130.540216106007
2024-07-12,Canada,Store A,Sports,Sports Product 4,6,186.17001763012865,14.456321198505039
2024-08-02,France,Store E,Electronics,Electronics Product 6,12,1875.6775401228824,187.1443112358084
2024-10-07,France,Store C,Beauty,Beauty Product 9,9,3313.4007114474425,229.9984097784094
2024-08-07,Germany,Store D,Electronics,Electronics Product 9,14,5464.539358478324,1359.0324131529053
2024-10-15,France,Store A,Clothing,Clothing Product 1,3,129.02480446787936,15.990265943284713
2024-12-09,Germany,Store C,Sports,Sports Product 5,2,309.93686940114185,62.499400844492925
2024-07-12,Canada,Store E,Sports,Sports Product 3,19,3056.2510952418797,811.4343693948655
2024-06-06,UK,Store C,Sports,Sports Product 8,8,2255.5697178186224,465.30974015070365
2024-04-13,Germany,Store A,Home,Home Product 4,9,1646.4578681263267,250.4272764912079
2024-02-03,UK,Store D,Beauty,Beauty Product 4,14,316.7643674393978,32.402029373727906
2024-04-11,UK,Store E,Electronics,Electronics Product 1,17,632.8202572355447,48.05085541407717
2024-05-06,France,Store E,Clothing,Clothing Product 3,13,904.172481895215,245.61733000329693
2024-08-01,USA,Store A,Home,Home Product 1,6,1388.3481014509998,246.8301840276239
2024-11-20,UK,Store C,Beauty,Beauty Product 8,18,316.5732475208224,94.12479574282905
2024-10-22,USA,Store D,Sports,Sports Product 7,5,699.4911655912254,87.59845714307852
2024-06-27,Germany,Store E,Electronics,Electronics Product 7,11,4301.439216165721,901.9741653454248
2024-03-20,UK,Store A,Sports,Sports Product 7,5,2472.1806619157746,572.2840153705863
2024-05-20,UK,Store A,Home,Home Product 2,19,5402.161038070173,472.2453596685869
2024-01-31,UK,Store B,Beauty,Beauty Product 7,4,471.99251513396126,83.32097718927729
2024-03-03,USA,Store B,Electronics,Electronics Product 2,4,1252.5327598508288,67.23221791118866
2024-02-17,Germany,Store C,Beauty,Beauty Product 5,7,1704.1032679486143,113.7151914894116
2024-03-27,USA,Store A,Clothing,Clothing Product 1,10,2396.0884234282225,444.14140244829827
2024-10-30,Canada,Store C,Sports,Sports Product 6,17,5659.913202153949,1182.965972694053
2024-03-01,Canada,Store C,Clothing,Clothing Product 1,10,1650.9878011934577,433.004272877998
2024-11-29,France,Store D,Beauty,Beauty Product 7,11,318.8905670547504,63.03813439854025
2024-09-30,UK,Store B,Home,Home Product 6,18,1912.16064135302,122.5363613215338
2024-10-10,Canada,Store C,Electronics,Electronics Product 6,19,2149.9095475581707,355.47372398273257
2024-03-20,Canada,Store D,Electronics,Electronics Product 5,17,8015.537125661072,2334.416487436507
2024-06-28,USA,Store D,Home,Home Product 8,11,200.5143426547331,47.28053747783051
2024-09-28,Germany,Store B,Beauty,Beauty Product 4,11,5337.443440142477,794.2447783558506
2024-03-17,UK,Store B,Beauty,Beauty Product 4,1,339.1466213992442,28.209931263904547
2024-08-08,UK,Store A,Electronics,Electronics Product 1,4,1498.365232813703,155.0832498167277
2024-10-08,France,Store C,Beauty,Beauty Product 4,8,350.31214765993275,66.09886670184031
2024-01-28,Germany,Store D,Electronics,Electronics Product 6,16,532.0969326071015,157.1584891467853
2024-12-26,UK,Store A,Electronics,Electronics Product 3,15,1329.361488451582,202.97982898184077
2024-03-17,USA,Store C,Clothing,Clothing Product 4,11,3552.042427636894,329.9827682998498
2024-06-12,UK,Store C,Electronics,Electronics Product 8,11,4551.187437709189,1193.3105455973057
2024-01-09,Canada,Store A,Electronics,Electronics Product 8,6,2454.4675745886566,381.8536166532028
2024-06-23,UK,Store D,Home,Home Product 9,2,202.29444804434203,26.907371553399376
2024-11-02,Canada,Store A,Sports,Sports Product 7,19,2841.7246927676906,531.9596296430225
2024-03-16,Germany,Store C,Clothing,Clothing Product 8,18,7082.7555373781925,966.1761736561334
2024-09-01,Canada,Store A,Beauty,Beauty Product 8,5,2119.6677625886673,341.53494375841865
2024-05-01,Germany,Store A,Beauty,Beauty Product 2,15,6326.936392558655,1582.3046684798067
2024-07-03,France,Store C,Beauty,Beauty Product 5,17,4252.550802404298,684.8615194070846
2024-02-01,Canada,Store B,Clothing,Clothing Product 9,6,1613.5764924460543,306.48746638064927
2024-09-06,Germany,Store D,Clothing,Clothing Product 3,19,9340.853994309688,2228.1762866760346
2024-02-26,USA,Store C,Sports,Sports Product 3,11,2278.8299142214987,570.7473654994494
2024-11-05,Germany,Store B,Home,Home Product 8,5,1672.556564777383,303.6422931718132
2024-05-23,France,Store A,Sports,Sports Product 2,8,1365.3241652445079,207.89374990487457
2024-11-13,Canada,Store B,Home,Home Product 1,8,1425.4807543182746,401.18597798732407
2024-03-24,USA,Store C,Home,Home Product 8,16,7396.209900534325,1579.6186699501275
2024-02-25,Germany,Store C,Sports,Sports Product 5,8,3874.748108502413,1132.7932260226612
2024-10-05,Canada,Store A,Home,Home Product 6,4,478.78324855989354,24.518758586054087
2024-09-29,France,Store C,Home,Home Product 2,6,1918.3300252819292,123.23346135760109
2024-06-14,UK,Store E,Home,Home Product 7,2,249.77179353932274,33.88721495796507
2024-06-06,France,Store B,Beauty,Beauty Product 6,3,642.9249829095395,43.026258502653505
2024-09-05,France,Store E,Clothing,Clothing Product 4,11,3822.4308128799207,251.0072693703615
2024-07-04,Canada,Store E,Home,Home Product 4,3,1379.654246418744,127.45096288806735
2024-03-18,Canada,Store B,Home,Home Product 6,14,582.4537863174477,94.90564125655415
2024-01-22,Germany,Store C,Electronics,Electronics Product 6,19,7784.427365106827,1535.7577032518052
2024-04-17,USA,Store B,Clothing,Clothing Product 1,7,2554.3075433781173,526.9074611502115
2024-09-29,France,Store A,Clothing,Clothing Product 5,3,1287.6848105085191,188.3287258486301
2024-09-08,Canada,Store E,Sports,Sports Product 9,13,6139.1350914591485,827.3144912139339
2024-01-15,Canada,Store E,Home,Home Product 4,18,824.1761562704476,194.78891905420812
2024-10-30,France,Store C,Clothing,Clothing Product 5,16,7096.7556244398575,595.1497571628258
2024-06-08,Germany,Store B,Electronics,Electronics Product 4,4,511.43684101156043,143.7298560510866
2024-07-23,Canada,Store D,Clothing,Clothing Product 1,15,4158.783438820535,1052.1108398508911
2024-04-22,UK,Store C,Home,Home Product 5,11,1967.8086449582056,185.92935342894216
2024-06-16,UK,Store C,Sports,Sports Product 9,5,837.3818580428577,121.45494324272047
2024-12-18,USA,Store C,Sports,Sports Product 4,8,2133.5288204921326,478.3837507684017
2024-09-09,Germany,Store B,Beauty,Beauty Product 9,1,429.11819813614403,42.547657605892496
2024-07-04,France,Store C,Sports,Sports Product 3,10,2026.088182423136,245.01959978880555
2024-12-12,France,Store A,Electronics,Electronics Product 8,2,688.4182618327268,80.1145250653412
2024-08-14,France,Store A,Sports,Sports Product 4,5,1963.4566994155325,207.7592152926544
2024-01-16,UK,Store E,Beauty,Beauty Product 6,3,1383.8304183601563,182.11471458432948
2024-06-04,France,Store E,Clothing,Clothing Product 3,12,3477.9426328880872,680.8678105188393
2024-12-19,USA,Store B,Beauty,Beauty Product 4,3,85.19057220476482,10.040967769758911
2024-04-20,UK,Store D,Clothing,Clothing Product 5,19,2066.773339690167,602.2995255181559
2024-01-01,Canada,Store E,Beauty,Beauty Product 4,3,475.73804718850033,61.86059826188737
2024-02-10,Germany,Store E,Electronics,Electronics Product 5,13,5786.296529714409,630.502635092097
2024-02-17,Canada,Store E,Sports,Sports Product 3,18,8117.372724578893,2351.278034481909
2024-04-17,Canada,Store E,Electronics,Electronics Product 6,12,5756.962167073746,1204.3559781029653
2024-06-09,Germany,Store C,Electronics,Electronics Product 4,3,813.2259318336221,135.0872439440614
2024-06-09,Germany,Store E,Sports,Sports Product 2,15,5404.757263960551,515.5494524443388
2024-12-24,France,Store B,Electronics,Electronics Product 8,3,680.1632256066594,122.62051242194809
2024-05-07,France,Store C,Home,Home Product 3,14,199.19733567205543,19.111070243431726
2024-07-28,USA,Store C,Electronics,Electronics Product 4,11,4309.377214313578,1013.9773212001633
2024-05-30,Germany,Store B,Beauty,Beauty Product 1,19,9343.436187806361,771.3420004391069
2024-09-11,Germany,Store D,Electronics,Electronics Product 1,6,1903.5305592356476,335.6449260202581
2024-08-05,Canada,Store E,Sports,Sports Product 7,4,455.2141700537013,113.81277522007983
2024-01-30,France,Store A,Home,Home Product 3,10,3718.992881172762,859.1654749062261
2024-02-14,USA,Store D,Sports,Sports Product 2,8,1104.9750803467261,111.00263367725007
2024-03-20,France,Store E,Clothing,Clothing Product 2,5,1733.733895116276,307.5854089123245
2024-02-08,Germany,Store A,Sports,Sports Product 7,18,5134.412812335767,1423.60383621037
2024-08-27,USA,Store C,Electronics,Electronics Product 7,8,2612.147404666503,456.31586159640875
2024-02-14,France,Store C,Clothing,Clothing Product 6,2,417.8426176175837,27.274439180798364
2024-03-18,Canada,Store C,Sports,Sports Product 4,15,3425.723501480157,877.6069960889963
2024-12-02,France,Store E,Home,Home Product 9,5,2142.422357355944,408.1177827465567
2024-12-14,France,Store B,Clothing,Clothing Product 7,10,175.36446437652523,36.06486880891281
2024-10-14,USA,Store C,Beauty,Beauty Product 2,12,1084.2070472825824,175.22591734877682
2024-10-06,USA,Store C,Clothing,Clothing Product 7,5,1175.1653266275937,111.20838865133663
2024-04-25,UK,Store C,Clothing,Clothing Product 4,11,5390.9013714618195,510.66043620415815
2024-09-25,Germany,Store E,Electronics,Electronics Product 6,8,496.6271928372473,36.66317574998215
2024-11-30,Canada,Store A,Sports,Sports Product 9,8,595.6988277707123,116.30176031981011
2024-11-07,France,Store D,Clothing,Clothing Product 9,18,750.9602062215258,87.43388634279921
2024-02-22,USA,Store C,Clothing,Clothing Product 6,11,5056.825399242972,1486.6975856988352
2024-03-08,France,Store D,Clothing,Clothing Product 4,6,1662.9506064910206,398.68992922241216
2024-06-30,France,Store B,Sports,Sports Product 7,19,789.4164119762274,120.59825844310753
2024-02-03,France,Store B,Home,Home Product 3,10,2655.747319518683,303.8321494140717
2024-10-10,France,Store B,Sports,Sports Product 4,8,469.9343501684479,110.8331266135768
2024-11-01,Canada,Store C,Home,Home Product 7,7,1111.1473273270808,97.14138416658822
2024-09-05,Canada,Store D,Clothing,Clothing Product 9,10,2348.4164702121334,623.2700846162759
2024-04-20,Canada,Store A,Sports,Sports Product 3,7,526.2270258483126,133.17340537282814
2024-04-03,Canada,Store E,Sports,Sports Product 3,17,4987.47253533609,385.7071214772831
2024-06-27,UK,Store D,Sports,Sports Product 2,13,5226.865333047633,481.5316204934718
2024-02-16,USA,Store E,Clothing,Clothing Product 7,7,1471.2750853553116,340.917996725749
2024-10-08,Germany,Store D,Clothing,Clothing Product 1,11,3577.214901877442,522.5139073940829
2024-12-05,Germany,Store C,Home,Home Product 4,16,4722.896162241805,1165.7545552683875
2024-12-27,USA,Store A,Home,Home Product 5,17,3876.904448298365,310.59630603315367
2024-04-01,Germany,Store C,Sports,Sports Product 6,5,264.81525044041064,74.95273460564464
2024-07-30,UK,Store B,Beauty,Beauty Product 3,7,3287.598021229771,914.8105931265551
2024-03-15,USA,Store A,Electronics,Electronics Product 2,18,1503.9097771162458,294.7593591018641
2024-07-20,Germany,Store D,Clothing,Clothing Product 6,8,1711.2688291521429,461.07276910274777
2024-10-23,France,Store C,Electronics,Electronics Product 2,5,145.65960174191756,21.114010957828864
2024-11-03,UK,Store E,Electronics,Electronics Product 5,10,2454.6887435118733,137.05645311024375
2024-07-29,Germany,Store C,Electronics,Electronics Product 9,5,1413.7704624770151,99.32496955243032
2024-12-03,UK,Store C,Home,Home Product 7,13,2146.505827786889,423.1414792468654
2024-05-13,USA,Store D,Clothing,Clothing Product 9,12,2681.0499231468666,250.5960522795542
2024-11-25,USA,Store D,Beauty,Beauty Product 3,19,3584.454751611013,909.4125588721431
2024-03-06,USA,Store B,Beauty,Beauty Product 7,18,7109.230348900101,1033.3191480483406
2024-10-06,Germany,Store A,Beauty,Beauty Product 3,18,4105.053408631313,957.4384967723114
2024-01-28,Canada,Store C,Sports,Sports Product 6,7,3085.558527033312,870.1690331205053
2024-04-26,UK,Store E,Clothing,Clothing Product 4,4,1478.2847469023936,214.1261576982545
2024-11-12,Germany,Store D,Home,Home Product 6,11,5294.821449156732,1419.1388213694297
2024-11-20,UK,Store D,Home,Home Product 7,12,2558.152599886802,396.8837670030193
2024-04-23,France,Store B,Sports,Sports Product 3,17,3071.1936541857967,791.7353319946619
2024-03-15,USA,Store A,Home,Home Product 8,4,1148.9858132747659,250.44185585829675
2024-07-20,USA,Store B,Clothing,Clothing Product 5,17,5063.639037919473,1322.2408549143474
2024-02-28,Canada,Store D,Sports,Sports Product 5,9,1135.7693940296977,65.87742913341654
2024-01-15,USA,Store E,Beauty,Beauty Product 5,8,1227.1223037998805,214.1255565900839
2024-08-18,France,Store B,Electronics,Electronics Product 3,8,3461.5534579156665,263.39746283115505
2024-04-14,UK,Store C,Beauty,Beauty Product 6,5,617.845450762878,173.8945077490476
2024-06-13,Germany,Store D,Electronics,Electronics Product 1,16,7302.470831478036,2064.131512991589
2024-07-17,USA,Store D,Clothing,Clothing Product 5,5,2404.5788056537053,447.0597903509828
2024-12-19,Germany,Store B,Clothing,Clothing Product 9,6,2093.7000394645756,286.56525577069425
2024-02-04,Canada,Store E,Clothing,Clothing Product 9,11,4327.892750654128,345.11823239388167
2024-06-10,USA,Store B,Home,Home Product 3,13,5088.976730241327,1283.3542457802391
2024-09-01,Canada,Store E,Clothing,Clothing Product 9,1,427.22996521605813,84.71170356193647
2024-10-13,UK,Store D,Sports,Sports Product 4,13,4066.8787756410825,670.4553571281192
2024-01-19,UK,Store B,Home,Home Product 9,12,5758.769547860249,1585.0583085477947
2024-10-06,France,Store A,Home,Home Product 9,17,4009.9748110374917,1035.4637390828386
2024-12-05,USA,Store B,Home,Home Product 9,6,1049.5973055534416,314.59812368121896
2024-12-13,Germany,Store B,Home,Home Product 1,13,2358.781878436146,510.24438621284924
2024-06-30,USA,Store A,Beauty,Beauty Product 9,5,1225.9867397491744,89.69435389725338
2024-05-26,UK,Store A,Clothing,Clothing Product 6,3,1417.559592603624,153.10035701109192
2024-06-24,Canada,Store C,Beauty,Beauty Product 3,5,781.7211045347028,192.84952542429994
2024-06-11,France,Store A,Sports,Sports Product 2,16,6139.652071729924,1188.2307523192162
2024-06-23,Germany,Store E,Sports,Sports Product 7,7,1429.5436861904022,422.91421002194977
2024-02-16,Canada,Store C,Beauty,Beauty Product 6,1,256.70980813471556,40.589777155430944
2024-09-12,Germany,Store E,Sports,Sports Product 8,11,876.9361620968791,66.78537878522489
